region;city;id;href
Алтайский край;Красногорское;5634;/banks/Altayskiy_kray/Krasnogorskoe/list/
Алтайский край;Краснощеково;3126;/banks/Altayskiy_kray/Krasnosschekovo/list/
Алтайский край;Крутиха;3146;/banks/Altayskiy_kray/Krutiha/list/
Алтайский край;Кулунда;3163;/banks/Altayskiy_kray/Kulunda/list/
Алтайский край;Курья;3178;/banks/Altayskiy_kray/Kur~ya/list/
Алтайский край;Кытманово;3186;/banks/Altayskiy_kray/Kyitmanovo/list/
Алтайский край;Малиновое Озеро;5642;/banks/Altayskiy_kray/Malinovoe_Ozero/list/
Алтайский край;Мамонтово;3277;/banks/Altayskiy_kray/Mamontovo/list/
Алтайский край;Масальский;11401;/banks/Altayskiy_kray/Masal~skiy/list/
Алтайский край;Мирный (Зональный р-н);9083;/banks/Altayskiy_kray/Mirnyiy_(Zonal~nyiy_r-n)/list/
Алтайский край;Михайловское;3319;/banks/Altayskiy_kray/Mihaylovskoe/list/
Алтайский край;Налобиха;5586;/banks/Altayskiy_kray/Nalobiha/list/
Алтайский край;Нижнечуманка;11779;/banks/Altayskiy_kray/Nizhnechumanka/list/
Алтайский край;Новичиха;3439;/banks/Altayskiy_kray/Novichiha/list/
Алтайский край;Новоалтайск;3444;/banks/Altayskiy_kray/Novoaltaysk/list/
Алтайский край;Новоегорьевское;5641;/banks/Altayskiy_kray/Novoegor~evskoe/list/
Алтайский край;Озерки (Тальменский р-н);9638;/banks/Altayskiy_kray/Ozerki_(Tal~menskiy_r-n)/list/
Алтайский край;Павловск;3559;/banks/Altayskiy_kray/Pavlovsk/list/
Алтайский край;Панкрушиха;3570;/banks/Altayskiy_kray/Pankrusshiha/list/
Алтайский край;Первомайское;5590;/banks/Altayskiy_kray/Pervomayskoe/list/
Алтайский край;Петропавловское;3602;/banks/Altayskiy_kray/Petropavlovskoe/list/
Алтайский край;поселок имени Мамонтова (Поспелихинский р-н);5626;/banks/Altayskiy_kray/poselok_imeni_Mamontova_(Pospelihinskiy_r-n)/list/
Алтайский край;Поспелиха;3655;/banks/Altayskiy_kray/Pospeliha/list/
Алтайский край;Ребриха;3709;/banks/Altayskiy_kray/Rebriha/list/
Алтайский край;Родино;3718;/banks/Altayskiy_kray/Rodino/list/
Алтайский край;Романово;3720;/banks/Altayskiy_kray/Romanovo/list/
Алтайский край;Рубцовск;624;/banks/Altayskiy_kray/Rubtssovsk/list/
Алтайский край;Саввушка;9178;/banks/Altayskiy_kray/Savvusshka/list/
Алтайский край;Сибирский;5327;/banks/Altayskiy_kray/Sibirskiy/list/
Алтайский край;Славгород;3793;/banks/Altayskiy_kray/Slavgorod/list/
Алтайский край;Смоленское;3804;/banks/Altayskiy_kray/Smolenskoe/list/
Алтайский край;Советское;3809;/banks/Altayskiy_kray/Sovetskoe/list/
Алтайский край;Солонешное;3824;/banks/Altayskiy_kray/Solonesshnoe/list/
Алтайский край;Солтон;5636;/banks/Altayskiy_kray/Solton/list/
Алтайский край;Староалейское;3848;/banks/Altayskiy_kray/Staroaleyskoe/list/
Алтайский край;Степное Озеро;5610;/banks/Altayskiy_kray/Stepnoe_Ozero/list/
Алтайский край;Табуны;3900;/banks/Altayskiy_kray/Tabunyi/list/
Алтайский край;Тальменка;3914;/banks/Altayskiy_kray/Tal~menka/list/
Алтайский край;Тогул;3952;/banks/Altayskiy_kray/Togul/list/
Алтайский край;Топчиха;3965;/banks/Altayskiy_kray/Topchiha/list/
Алтайский край;Троицкое;3975;/banks/Altayskiy_kray/Troitsskoe/list/
Алтайский край;Тюменцево;3998;/banks/Altayskiy_kray/Tyumentssevo/list/
Алтайский край;Угловское;4008;/banks/Altayskiy_kray/Uglovskoe/list/
Алтайский край;Усть-Калманка;4041;/banks/Altayskiy_kray/Ust~-Kalmanka/list/
Алтайский край;Усть-Чарышская Пристань;4054;/banks/Altayskiy_kray/Ust~-Charyisshskaya_Pristan~/list/
Алтайский край;Хабары;4072;/banks/Altayskiy_kray/Habaryi/list/
Алтайский край;Целинное;4104;/banks/Altayskiy_kray/Tselinnoe/list/
Алтайский край;Чарышское;4111;/banks/Altayskiy_kray/Charyisshskoe/list/
Алтайский край;Черемушкино;11495;/banks/Altayskiy_kray/Cheremusshkino/list/
Алтайский край;Шелаболиха;4158;/banks/Altayskiy_kray/Shelaboliha/list/
Алтайский край;Шипуново;4170;/banks/Altayskiy_kray/Shipunovo/list/
Алтайский край;Яровое;3348;/banks/Altayskiy_kray/Yarovoe/list/
Амурская область;Архара;2456;/banks/Amurskaya_oblast~/Arhara/list/
Амурская область;Белогорск;719;/banks/Amurskaya_oblast~/Belogorsk/list/
Амурская область;Белогорье;2527;/banks/Amurskaya_oblast~/Belogor~e/list/
Амурская область;Березовка;7285;/banks/Amurskaya_oblast~/Berezovka/list/
Амурская область;Благовещенск;718;/banks/Blagovesschensk/list/
Амурская область;Бурея;2621;/banks/Amurskaya_oblast~/Bureya/list/
Амурская область;Варваровка;7282;/banks/Amurskaya_oblast~/Varvarovka/list/
Амурская область;Дипкун;2793;/banks/Amurskaya_oblast~/Dipkun/list/
Амурская область;Екатеринославка;2827;/banks/Amurskaya_oblast~/Ekaterinoslavka/list/
Амурская область;Ерофей Павлович;2843;/banks/Amurskaya_oblast~/Erofey_Pavlovich/list/
Амурская область;Завитинск;2858;/banks/Amurskaya_oblast~/Zavitinsk/list/
Амурская область;Зея;2889;/banks/Amurskaya_oblast~/Zeya/list/
Амурская область;Ивановка;2904;/banks/Amurskaya_oblast~/Ivanovka/list/
Амурская область;Константиновка;3075;/banks/Amurskaya_oblast~/Konstantinovka/list/
Амурская область;Магдагачи;3250;/banks/Amurskaya_oblast~/Magdagachi/list/
Амурская область;Невер;7267;/banks/Amurskaya_oblast~/Never/list/
Амурская область;Новобурейский;3449;/banks/Amurskaya_oblast~/Novobureyskiy/list/
Амурская область;Новокиевский Увал;3457;/banks/Amurskaya_oblast~/Novokievskiy_Uval/list/
Амурская область;Новорайчихинск;7289;/banks/Amurskaya_oblast~/Novoraychihinsk/list/
Амурская область;Овсянка;7270;/banks/Amurskaya_oblast~/Ovsyanka/list/
Амурская область;Олекма;3523;/banks/Amurskaya_oblast~/Olekma/list/
Амурская область;Поздеевка;7278;/banks/Amurskaya_oblast~/Pozdeevka/list/
Амурская область;Поярково;3660;/banks/Amurskaya_oblast~/Poyarkovo/list/
Амурская область;Прогресс;3680;/banks/Amurskaya_oblast~/Progress/list/
Амурская область;Райчихинск;3704;/banks/Amurskaya_oblast~/Raychihinsk/list/
Амурская область;Ромны;3721;/banks/Amurskaya_oblast~/Romnyi/list/
Амурская область;Свободный;722;/banks/Amurskaya_oblast~/Svobodnyiy/list/
Амурская область;Серышево;3783;/banks/Amurskaya_oblast~/Seryisshevo/list/
Амурская область;Сковородино;723;/banks/Amurskaya_oblast~/Skovorodino/list/
Амурская область;Соловьевск;3823;/banks/Amurskaya_oblast~/Solov~evsk/list/
Амурская область;Среднебелая;7287;/banks/Amurskaya_oblast~/Srednebelaya/list/
Амурская область;Талакан;3906;/banks/Amurskaya_oblast~/Talakan/list/
Амурская область;Талдан;3908;/banks/Amurskaya_oblast~/Taldan/list/
Амурская область;Тамбовка;3918;/banks/Amurskaya_oblast~/Tambovka/list/
Амурская область;Тыгда;3991;/banks/Amurskaya_oblast~/Tyigda/list/
Амурская область;Тында;720;/banks/Amurskaya_oblast~/Tyinda/list/
Амурская область;Углегорск;7272;/banks/Amurskaya_oblast~/Uglegorsk/list/
Амурская область;Уруша;4029;/banks/Amurskaya_oblast~/Urussha/list/
Амурская область;Февральск;4064;/banks/Amurskaya_oblast~/Fevral~sk/list/
Амурская область;Шимановск;725;/banks/Amurskaya_oblast~/Shimanovsk/list/
Амурская область;Экимчан;7275;/banks/Amurskaya_oblast~/Jekimchan/list/
Амурская область;Юктали;4203;/banks/Amurskaya_oblast~/Yuktali/list/
Архангельская область;Авнюгский;6284;/banks/Arhangel~skaya_oblast~/Avnyugskiy/list/
Архангельская область;Аксарайский;9227;/banks/Arhangel~skaya_oblast~/Aksarayskiy/list/
Архангельская область;Архангельск;232;/banks/Arhangel~sk/list/
Архангельская область;Белогорский;9334;/banks/Arhangel~skaya_oblast~/Belogorskiy/list/
Архангельская область;Белушья Губа;9354;/banks/Arhangel~skaya_oblast~/Belussh~ya_Guba/list/
Архангельская область;Березник;6313;/banks/Arhangel~skaya_oblast~/Bereznik/list/
Архангельская область;Брин-Наволок;9335;/banks/Arhangel~skaya_oblast~/Brin-Navolok/list/
Архангельская область;Вельск;235;/banks/Arhangel~skaya_oblast~/Vel~sk/list/
Архангельская область;Верхняя Тойма;6289;/banks/Arhangel~skaya_oblast~/Verhnyaya_Toyma/list/
Архангельская область;Вычегодский;6297;/banks/Arhangel~skaya_oblast~/Vyichegodskiy/list/
Архангельская область;Двинской;6290;/banks/Arhangel~skaya_oblast~/Dvinskoy/list/
Архангельская область;Долматово;6307;/banks/Arhangel~skaya_oblast~/Dolmatovo/list/
Архангельская область;Емецк;6311;/banks/Arhangel~skaya_oblast~/Emetssk/list/
Архангельская область;Емца;6265;/banks/Arhangel~skaya_oblast~/Emtssa/list/
Архангельская область;Ерцево;2844;/banks/Arhangel~skaya_oblast~/Ertssevo/list/
Архангельская область;Ильинско-Подомское;2929;/banks/Arhangel~skaya_oblast~/Il~insko-Podomskoe/list/
Архангельская область;Каргополь;2997;/banks/Arhangel~skaya_oblast~/Kargopol~/list/
Архангельская область;Карпогоры;6316;/banks/Arhangel~skaya_oblast~/Karpogoryi/list/
Архангельская область;Кизема;3021;/banks/Arhangel~skaya_oblast~/Kizema/list/
Архангельская область;Кодино;6281;/banks/Arhangel~skaya_oblast~/Kodino/list/
Архангельская область;Конево;5083;/banks/Arhangel~skaya_oblast~/Konevo/list/
Архангельская область;Коноша;3074;/banks/Arhangel~skaya_oblast~/Konossha/list/
Архангельская область;Коряжма;236;/banks/Arhangel~skaya_oblast~/Koryazhma/list/
Архангельская область;Котлас;4080;/banks/Arhangel~skaya_oblast~/Kotlas/list/
Архангельская область;Красноборск;3109;/banks/Arhangel~skaya_oblast~/Krasnoborsk/list/
Архангельская область;Куликово;6293;/banks/Arhangel~skaya_oblast~/Kulikovo/list/
Архангельская область;Кулой;6305;/banks/Arhangel~skaya_oblast~/Kuloy/list/
Архангельская область;Лешуконское;3213;/banks/Arhangel~skaya_oblast~/Lesshukonskoe/list/
Архангельская область;Луковецкий;6309;/banks/Arhangel~skaya_oblast~/Lukovetsskiy/list/
Архангельская область;Макаровская;6303;/banks/Arhangel~skaya_oblast~/Makarovskaya/list/
Архангельская область;Малошуйка;6282;/banks/Arhangel~skaya_oblast~/Malosshuyka/list/
Архангельская область;Мезень;6318;/banks/Arhangel~skaya_oblast~/Mezen~/list/
Архангельская область;Мирный;237;/banks/Arhangel~skaya_oblast~/Mirnyiy/list/
Архангельская область;Новодвинск;238;/banks/Arhangel~skaya_oblast~/Novodvinsk/list/
Архангельская область;Няндома;3499;/banks/Arhangel~skaya_oblast~/Nyandoma/list/
Архангельская область;Обозерский;6262;/banks/Arhangel~skaya_oblast~/Obozerskiy/list/
Архангельская область;Октябрьский;3518;/banks/Arhangel~skaya_oblast~/Oktyabr~skiy/list/
Архангельская область;Онега;3534;/banks/Arhangel~skaya_oblast~/Onega/list/
Архангельская область;Пинега;6314;/banks/Arhangel~skaya_oblast~/Pinega/list/
Архангельская область;Плесецк;3517;/banks/Arhangel~skaya_oblast~/Plesetssk/list/
Архангельская область;Подюга;6300;/banks/Arhangel~skaya_oblast~/Podyuga/list/
Архангельская область;Приводино;6295;/banks/Arhangel~skaya_oblast~/Privodino/list/
Архангельская область;Ровдино;6304;/banks/Arhangel~skaya_oblast~/Rovdino/list/
Архангельская область;Рочегда;9337;/banks/Arhangel~skaya_oblast~/Rochegda/list/
Архангельская область;Савинский;3735;/banks/Arhangel~skaya_oblast~/Savinskiy/list/
Архангельская область;Светлый;9333;/banks/Arhangel~skaya_oblast~/Svetlyiy/list/
Архангельская область;Северодвинск;233;/banks/Arhangel~skaya_oblast~/Severodvinsk/list/
Архангельская область;Североонежск;3763;/banks/Arhangel~skaya_oblast~/Severoonezhsk/list/
Архангельская область;Сия;9338;/banks/Arhangel~skaya_oblast~/Siya/list/
Архангельская область;Соловецкий;9342;/banks/Arhangel~skaya_oblast~/Solovetsskiy/list/
Архангельская область;Сольвычегодск;6296;/banks/Arhangel~skaya_oblast~/Sol~vyichegodsk/list/
Архангельская область;Сосновка (Пинежский р-н);9340;/banks/Arhangel~skaya_oblast~/Sosnovka_(Pinezhskiy_r-n)/list/
Архангельская область;Сура;9341;/banks/Arhangel~skaya_oblast~/Sura/list/
Архангельская область;Удимский;6299;/banks/Arhangel~skaya_oblast~/Udimskiy/list/
Архангельская область;Урдома;6287;/banks/Arhangel~skaya_oblast~/Urdoma/list/
Архангельская область;Усть-Пинега;9336;/banks/Arhangel~skaya_oblast~/Ust~-Pinega/list/
Архангельская область;Холмогоры;4090;/banks/Arhangel~skaya_oblast~/Holmogoryi/list/
Архангельская область;Черевково;6292;/banks/Arhangel~skaya_oblast~/Cherevkovo/list/
Архангельская область;Шалакуша;6302;/banks/Arhangel~skaya_oblast~/Shalakussha/list/
Архангельская область;Шангалы;4149;/banks/Arhangel~skaya_oblast~/Shangalyi/list/
Архангельская область;Шелоховская;6301;/banks/Arhangel~skaya_oblast~/Shelohovskaya/list/
Архангельская область;Шенкурск;4164;/banks/Arhangel~skaya_oblast~/Shenkursk/list/
Архангельская область;Шипицыно;6298;/banks/Arhangel~skaya_oblast~/Shipitssyino/list/
Архангельская область;Яренск;6294;/banks/Arhangel~skaya_oblast~/Yarensk/list/
Архангельская область;Ясный;9339;/banks/Arhangel~skaya_oblast~/Yasnyiy/list/
Астраханская область;Астрахань;290;/banks/Astrahan~/list/
Астраханская область;Ахтубинск;2468;/banks/Astrahanskaya_oblast~/Ahtubinsk/list/
Астраханская область;Болхуны;8782;/banks/Astrahanskaya_oblast~/Bolhunyi/list/
Астраханская область;Бузан;8725;/banks/Astrahanskaya_oblast~/Buzan/list/
Астраханская область;Верхний Баскунчак;2661;/banks/Astrahanskaya_oblast~/Verhniy_Baskunchak/list/
Астраханская область;Верхний Бузан;10188;/banks/Astrahanskaya_oblast~/Verhniy_Buzan/list/
Астраханская область;Волго-Каспийский;10185;/banks/Astrahanskaya_oblast~/Volgo-Kaspiyskiy/list/
Астраханская область;Волжский;8729;/banks/Astrahanskaya_oblast~/Volzhskiy/list/
Астраханская область;Володарский;2685;/banks/Astrahanskaya_oblast~/Volodarskiy/list/
Астраханская область;Вольное;8777;/banks/Astrahanskaya_oblast~/Vol~noe/list/
Астраханская область;Восток;10177;/banks/Astrahanskaya_oblast~/Vostok/list/
Астраханская область;Вязовка;10178;/banks/Astrahanskaya_oblast~/Vyazovka/list/
Астраханская область;Енотаевка;2835;/banks/Astrahanskaya_oblast~/Enotaevka/list/
Астраханская область;Замьяны;8770;/banks/Astrahanskaya_oblast~/Zam~yanyi/list/
Астраханская область;Заречное;8767;/banks/Astrahanskaya_oblast~/Zarechnoe/list/
Астраханская область;Зеленга;8765;/banks/Astrahanskaya_oblast~/Zelenga/list/
Астраханская область;Зензели;8746;/banks/Astrahanskaya_oblast~/Zenzeli/list/
Астраханская область;Знаменск;2896;/banks/Astrahanskaya_oblast~/Znamensk/list/
Астраханская область;Золотуха;8745;/banks/Astrahanskaya_oblast~/Zolotuha/list/
Астраханская область;Зубовка;8743;/banks/Astrahanskaya_oblast~/Zubovka/list/
Астраханская область;Ивановка;10180;/banks/Astrahanskaya_oblast~/Ivanovka/list/
Астраханская область;Икряное;2924;/banks/Astrahanskaya_oblast~/Ikryanoe/list/
Астраханская область;Ильинка;3246;/banks/Astrahanskaya_oblast~/Il~inka/list/
Астраханская область;Каменный Яр;10176;/banks/Astrahanskaya_oblast~/Kamennyiy_Yar/list/
Астраханская область;Камызяк;2978;/banks/Astrahanskaya_oblast~/Kamyizyak/list/
Астраханская область;Капустин Яр;8741;/banks/Astrahanskaya_oblast~/Kapustin_Yar/list/
Астраханская область;Каралат;8821;/banks/Astrahanskaya_oblast~/Karalat/list/
Астраханская область;Кировский;8728;/banks/Astrahanskaya_oblast~/Kirovskiy/list/
Астраханская область;Комсомольский;8734;/banks/Astrahanskaya_oblast~/Komsomol~skiy/list/
Астраханская область;Красные Баррикады;3129;/banks/Astrahanskaya_oblast~/Krasnyie_Barrikadyi/list/
Астраханская область;Красный Яр;3134;/banks/Astrahanskaya_oblast~/Krasnyiy_Yar/list/
Астраханская область;Ленино;8815;/banks/Astrahanskaya_oblast~/Lenino/list/
Астраханская область;Лиман;3217;/banks/Astrahanskaya_oblast~/Liman/list/
Астраханская область;Марфино;8755;/banks/Astrahanskaya_oblast~/Marfino/list/
Астраханская область;Михайловка;8751;/banks/Astrahanskaya_oblast~/Mihaylovka/list/
Астраханская область;Мумра;8749;/banks/Astrahanskaya_oblast~/Mumra/list/
Астраханская область;Нариманов;3385;/banks/Astrahanskaya_oblast~/Narimanov/list/
Астраханская область;Началово;3391;/banks/Astrahanskaya_oblast~/Nachalovo/list/
Астраханская область;Нижний Баскунчак;8736;/banks/Astrahanskaya_oblast~/Nizhniy_Baskunchak/list/
Астраханская область;Никольское;3430;/banks/Astrahanskaya_oblast~/Nikol~skoe/list/
Астраханская область;Новониколаевка;10183;/banks/Astrahanskaya_oblast~/Novonikolaevka/list/
Астраханская область;Образцово-Травино;8747;/banks/Astrahanskaya_oblast~/Obraztssovo-Travino/list/
Астраханская область;Оля;4200;/banks/Astrahanskaya_oblast~/Olya/list/
Астраханская область;Оранжереи;8810;/banks/Astrahanskaya_oblast~/Oranzherei/list/
Астраханская область;Пришиб;10179;/banks/Astrahanskaya_oblast~/Prisshib/list/
Астраханская область;Раздор (Камызякский р-н);10186;/banks/Astrahanskaya_oblast~/Razdor_(Kamyizyakskiy_r-n)/list/
Астраханская область;Разночиновка;10187;/banks/Astrahanskaya_oblast~/Raznochinovka/list/
Астраханская область;Сасыколи;8722;/banks/Astrahanskaya_oblast~/Sasyikoli/list/
Астраханская область;Селитренное;8718;/banks/Astrahanskaya_oblast~/Selitrennoe/list/
Астраханская область;Сокрутовка;10182;/banks/Astrahanskaya_oblast~/Sokrutovka/list/
Астраханская область;Соленое Займище;3813;/banks/Astrahanskaya_oblast~/Solenoe_Zaymissche/list/
Астраханская область;Старица;5373;/banks/Astrahanskaya_oblast~/Staritssa/list/
Астраханская область;Тамбовка;3917;/banks/Astrahanskaya_oblast~/Tambovka/list/
Астраханская область;Тишково;8714;/banks/Astrahanskaya_oblast~/Tisshkovo/list/
Астраханская область;Трудфронт;8712;/banks/Astrahanskaya_oblast~/Trudfront/list/
Астраханская область;Тузуклей;4275;/banks/Astrahanskaya_oblast~/Tuzukley/list/
Астраханская область;Тумак;8708;/banks/Astrahanskaya_oblast~/Tumak/list/
Астраханская область;Удачное;8704;/banks/Astrahanskaya_oblast~/Udachnoe/list/
Астраханская область;Федоровка (Енотаевский р-н);10099;/banks/Astrahanskaya_oblast~/Fedorovka_(Enotaevskiy_r-n)/list/
Астраханская область;Харабали;4079;/banks/Astrahanskaya_oblast~/Harabali/list/
Астраханская область;Хошеутово;8702;/banks/Astrahanskaya_oblast~/Hossheutovo/list/
Астраханская область;Черный Яр;4125;/banks/Astrahanskaya_oblast~/Chernyiy_Yar/list/
Астраханская область;Яндыки;10189;/banks/Astrahanskaya_oblast~/Yandyiki/list/
Белгородская область;Алексеевка;96;/banks/Belgorodskaya_oblast~/Alekseevka/list/
Белгородская область;Белгород;92;/banks/Belgorod/list/
Белгородская область;Бехтеевка;5431;/banks/Belgorodskaya_oblast~/Behteevka/list/
Белгородская область;Бирюч;2560;/banks/Belgorodskaya_oblast~/Biryuch/list/
Белгородская область;Бобровы Дворы;5444;/banks/Belgorodskaya_oblast~/Bobrovyi_Dvoryi/list/
Белгородская область;Большетроицкое;5433;/banks/Belgorodskaya_oblast~/Bol~sshetroitsskoe/list/
Белгородская область;Борисовка;2606;/banks/Belgorodskaya_oblast~/Borisovka/list/
Белгородская область;Валуйки;95;/banks/Belgorodskaya_oblast~/Valuyki/list/
Белгородская область;Варваровка;5452;/banks/Belgorodskaya_oblast~/Varvarovka/list/
Белгородская область;Вейделевка;2644;/banks/Belgorodskaya_oblast~/Veydelevka/list/
Белгородская область;Вознесеновка;5435;/banks/Belgorodskaya_oblast~/Voznesenovka/list/
Белгородская область;Волоконовка;2686;/banks/Belgorodskaya_oblast~/Volokonovka/list/
Белгородская область;Волчья Александровка;5437;/banks/Belgorodskaya_oblast~/Volch~ya_Aleksandrovka/list/
Белгородская область;Грайворон;2748;/banks/Belgorodskaya_oblast~/Grayvoron/list/
Белгородская область;Губкин;97;/banks/Belgorodskaya_oblast~/Gubkin/list/
Белгородская область;Дубовое;2815;/banks/Belgorodskaya_oblast~/Dubovoe/list/
Белгородская область;Жуково;5430;/banks/Belgorodskaya_oblast~/Zhukovo/list/
Белгородская область;Ивня;2907;/banks/Belgorodskaya_oblast~/Ivnya/list/
Белгородская область;Короча;3085;/banks/Belgorodskaya_oblast~/Korocha/list/
Белгородская область;Красная Яруга;3107;/banks/Belgorodskaya_oblast~/Krasnaya_Yaruga/list/
Белгородская область;Красное;3115;/banks/Belgorodskaya_oblast~/Krasnoe/list/
Белгородская область;Майский;5440;/banks/Belgorodskaya_oblast~/Mayskiy/list/
Белгородская область;Маслова Пристань;3288;/banks/Belgorodskaya_oblast~/Maslova_Pristan~/list/
Белгородская область;Новоуколово;5454;/banks/Belgorodskaya_oblast~/Novoukolovo/list/
Белгородская область;Новый Оскол;99;/banks/Belgorodskaya_oblast~/Novyiy_Oskol/list/
Белгородская область;Октябрьский;5439;/banks/Belgorodskaya_oblast~/Oktyabr~skiy/list/
Белгородская область;Прибрежный;5438;/banks/Belgorodskaya_oblast~/Pribrezhnyiy/list/
Белгородская область;Пролетарский;5436;/banks/Belgorodskaya_oblast~/Proletarskiy/list/
Белгородская область;Прохоровка;98;/banks/Belgorodskaya_oblast~/Prohorovka/list/
Белгородская область;Разумное;3703;/banks/Belgorodskaya_oblast~/Razumnoe/list/
Белгородская область;Ракитное;3705;/banks/Belgorodskaya_oblast~/Rakitnoe/list/
Белгородская область;Ровеньки;3715;/banks/Belgorodskaya_oblast~/Roven~ki/list/
Белгородская область;Северный;5445;/banks/Belgorodskaya_oblast~/Severnyiy/list/
Белгородская область;Скородное;5443;/banks/Belgorodskaya_oblast~/Skorodnoe/list/
Белгородская область;Советское;5458;/banks/Belgorodskaya_oblast~/Sovetskoe/list/
Белгородская область;Старый Оскол;93;/banks/Belgorodskaya_oblast~/Staryiy_Oskol/list/
Белгородская область;Строитель;3873;/banks/Belgorodskaya_oblast~/Stroitel~/list/
Белгородская область;Таврово;7989;/banks/Belgorodskaya_oblast~/Tavrovo/list/
Белгородская область;Томаровка;3957;/banks/Belgorodskaya_oblast~/Tomarovka/list/
Белгородская область;Троицкий;5441;/banks/Belgorodskaya_oblast~/Troitsskiy/list/
Белгородская область;Уразово;5446;/banks/Belgorodskaya_oblast~/Urazovo/list/
Белгородская область;Чернянка;4126;/banks/Belgorodskaya_oblast~/Chernyanka/list/
Белгородская область;Шаталовка;5434;/banks/Belgorodskaya_oblast~/Shatalovka/list/
Белгородская область;Шебекино;100;/banks/Belgorodskaya_oblast~/Shebekino/list/
Брянская область;Белые Берега;2537;/banks/Bryanskaya_oblast~/Belyie_Berega/list/
Брянская область;Брянск;103;/banks/Bryansk/list/
Брянская область;Выгоничи;6255;/banks/Bryanskaya_oblast~/Vyigonichi/list/
Брянская область;Гордеевка;2734;/banks/Bryanskaya_oblast~/Gordeevka/list/
Брянская область;Дубровка;2817;/banks/Bryanskaya_oblast~/Dubrovka/list/
Брянская область;Дятьково;2823;/banks/Bryanskaya_oblast~/Dyat~kovo/list/
Брянская область;Жирятино;6251;/banks/Bryanskaya_oblast~/Zhiryatino/list/
Брянская область;Жуковка;2854;/banks/Bryanskaya_oblast~/Zhukovka/list/
Брянская область;Злынка;6236;/banks/Bryanskaya_oblast~/Zlyinka/list/
Брянская область;Карачев;2993;/banks/Bryanskaya_oblast~/Karachev/list/
Брянская область;Клетня;6238;/banks/Bryanskaya_oblast~/Kletnya/list/
Брянская область;Климово;3043;/banks/Bryanskaya_oblast~/Klimovo/list/
Брянская область;Клинцы;3044;/banks/Bryanskaya_oblast~/Klintssyi/list/
Брянская область;Комаричи;3065;/banks/Bryanskaya_oblast~/Komarichi/list/
Брянская область;Красная Гора;6235;/banks/Bryanskaya_oblast~/Krasnaya_Gora/list/
Брянская область;Локоть;6234;/banks/Bryanskaya_oblast~/Lokot~/list/
Брянская область;Мглин;6232;/banks/Bryanskaya_oblast~/Mglin/list/
Брянская область;Навля;104;/banks/Bryanskaya_oblast~/Navlya/list/
Брянская область;Новозыбков;3454;/banks/Bryanskaya_oblast~/Novozyibkov/list/
Брянская область;Погар;3622;/banks/Bryanskaya_oblast~/Pogar/list/
Брянская область;Почеп;3657;/banks/Bryanskaya_oblast~/Pochep/list/
Брянская область;Рогнедино;6247;/banks/Bryanskaya_oblast~/Rognedino/list/
Брянская область;Севск;3766;/banks/Bryanskaya_oblast~/Sevsk/list/
Брянская область;Сельцо;6249;/banks/Bryanskaya_oblast~/Sel~tsso/list/
Брянская область;Сеща;6237;/banks/Bryanskaya_oblast~/Sesscha/list/
